ind,prompt,prompt_cn,types,tokens
GQ00248,"A child performs flip tricks at a skate park in the afternoon, standing at the center of the frame, sunny weather, normal speed, follow-cam shot.",一个孩子午后在滑板场做翻转动作，站在画面中央，晴天，正常速度，镜头跟随拍摄。,整体,25
GQ00249,"An elderly man fishes by the seaside at dusk, appearing at the bottom right of the frame, sunny weather, slow motion, overhead camera shot.",一位老人傍晚在海边钓鱼，出现在画面右下角，晴天，慢动作，镜头俯拍。,整体,24
GQ00250,"A man carries bricks at a construction site in the morning, positioned at the top left of the frame, breezy weather, normal speed, tracking shot.",一个男子早晨在工地搬砖，位于画面左上角，微风天气，正常速度，镜头平移拍摄。,整体,25
GQ00251,"A woman rides an electric scooter on a city street at night, near the center of the frame, under streetlights, slow motion, circular camera movement.",一名女子夜晚在城市街道骑电动车，靠近画面中央，路灯照亮，慢动作，镜头环绕拍摄。,整体,25
GQ00252,"A man walks a white husky along a snow mountain trail in the afternoon, positioned at the left of the frame, snowy weather, time-lapse, follow-cam shot.",一个男子下午在雪山小路牵一只白色哈士奇，位于画面左侧，雪天，延时摄影，镜头跟随拍摄。,整体,26
GQ00253,"A woman holds a warm cup of tea beside a haystack in the early morning, appearing at the top right of the frame, misty weather, normal speed, push-in camera shot.",一名女子清晨在稻草堆旁捧温热茶杯，出现在画面右上角，薄雾天气，正常速度，镜头推近拍摄。,整体,30
GQ00254,"A child practices skating at an ice rink at night, near the left side of the frame, sunny weather, slow motion, tracking shot.",一个孩子夜晚在冰场练习滑冰，靠近画面左侧，晴天，慢动作，镜头平移拍摄。,整体,23
GQ00255,"A woman watches the sunset on a bridge at dusk, positioned at the bottom right of the frame, sunny weather, time-lapse, circular camera movement.",一名女子傍晚在桥上看落日，位于画面右下角，晴天，延时摄影，镜头环绕拍摄。,整体,24
GQ00256,"A man flies a kite in a field in the afternoon, standing in the center of the frame, breezy weather, normal speed, follow-cam shot.",一个男子下午在田野放风筝，站在画面中央，微风天气，正常速度，镜头跟随拍摄。,整体,24
GQ00257,"An elderly man chops wood in front of a wooden cabin in the early morning, positioned at the left of the frame, sunny weather, slow motion, push-in camera shot.",一位老人清晨在木屋前劈柴，出现在画面左侧，晴天，慢动作，镜头推近拍摄。,整体,29
GQ00258,"A woman plays guitar by a beach bonfire at night, positioned slightly right of center in the frame, clear sky, normal speed, tracking shot.",一名女子夜晚在海滩篝火旁弹吉他，位于画面中央偏右，晴天，正常速度，镜头平移拍摄。,整体,24
GQ00259,"A child plays a harmonica in the city park in the afternoon, standing at the center of the frame, cloudy weather, slow motion, circular camera movement.",一个孩子下午在城市公园吹口琴，站在画面中央，阴天，慢动作，镜头环绕拍摄。,整体,26
GQ00260,"A man paddles a canoe in the middle of a river in the early morning, appearing at the bottom of the frame, misty weather, time-lapse, overhead camera shot.",一个男子清晨在河中央划独木舟，出现在画面下方，薄雾天气，延时摄影，镜头俯拍。,整体,28
GQ00261,"A woman harvests purple grapes in a vineyard at dusk, positioned at the left of the frame, sunny weather, normal speed, tracking shot.",一名女子傍晚在葡萄园采收紫色葡萄，位于画面左侧，晴天，正常速度，镜头平移拍摄。,整体,23
GQ00262,"A man dives into the swimming pool in the afternoon, standing in the center of the frame, breezy weather, slow motion, follow-cam shot.",一个男子午后在游泳池跳水，站在画面中央，微风天气，慢动作，镜头跟随拍摄。,整体,23
GQ00263,"A child runs along a city corridor at night, positioned at the bottom right of the frame, under streetlights, normal speed, push-in camera shot.",一个孩子夜晚在城市长廊跑步，位于画面右下角，路灯照亮，正常速度，镜头推近拍摄。,整体,24
GQ00264,"An elderly man repairs fishing nets at the harbor in the early morning, appearing at the top left of the frame, misty weather, slow motion, tracking shot.",一位老人清晨在港口修理渔网，出现在画面左上角，薄雾天气，慢动作，镜头平移拍摄。,整体,27
GQ00265,"A man washes his hands by a forest stream at dusk, positioned at the center of the frame, cloudy weather, normal speed, follow-cam shot.",一个男子黄昏在森林溪边洗手，位于画面中央，阴天，正常速度，镜头跟随拍摄。,整体,24
GQ00266,"A woman feeds a brown horse in a pasture in the morning, appearing at the right of the frame, sunny weather, slow motion, tracking shot.",一名女子早晨在牧场给棕色马喂草，出现在画面右侧，晴天，慢动作，镜头平移拍摄。,整体,25
GQ00267,"A child rolls a snowball down a hillside at dusk, near the bottom left of the frame, snowy weather, normal speed, circular camera movement.",一个孩子傍晚在山坡上滚雪球，靠近画面左下角，雪天，正常速度，镜头环绕拍摄。,整体,24
GQ00268,"An elderly man plays the violin under a bridge at night, standing in the center of the frame, under streetlights, slow motion, push-in camera shot.",一位老人夜晚在桥下拉小提琴，站在画面中央，路灯照明，慢动作，镜头推近拍摄。,整体,25
GQ00269,"A man rides a motorcycle along the edge of a paddy field in the early morning, appearing at the left of the frame, misty weather, normal speed, follow-cam shot.",一个男子清晨在稻田边骑摩托车，出现在画面左侧，薄雾天气，正常速度，镜头跟随拍摄。,整体,29
GQ00270,"A woman blows bubbles in the city square in the afternoon, positioned at the center of the frame, sunny weather, time-lapse, tracking shot.",一名女子下午在城市广场吹泡泡，位于画面中央，晴天，延时摄影，镜头平移拍摄。,整体,23
GQ00271,"A child sets off fireworks by the river at night, near the right side of the frame, clear sky, slow motion, circular camera movement.",一个孩子夜晚在河边放烟花，靠近画面右侧，晴天，慢动作，镜头环绕拍摄。,整体,24
GQ00272,"An elderly man repairs a wooden bridge in the valley at dusk, positioned at the center of the frame, cloudy weather, normal speed, follow-cam shot.",一位老人黄昏在山谷修理木桥，位于画面中央，阴天，正常速度，镜头跟随拍摄。,整体,25
GQ00273,"A man sweeps fallen leaves at the shop entrance in the morning, appearing at the bottom left of the frame, sunny weather, slow motion, push-in camera shot.",一个男子早晨在商店门口扫落叶，出现在画面左下角，晴天，慢动作，镜头推近拍摄。,整体,27
GQ00274,"A woman takes photos beside a lighthouse at night, standing slightly right of center in the frame, sunny weather, normal speed, tracking shot.",一名女子夜晚在灯塔旁拍照，站在画面中央偏右，晴天，正常速度，镜头平移拍摄。,整体,23
GQ00275,"At dawn breaking, a person stands on the mountaintop gazing into the distance.",黎明破晓时，一个人站在山顶远望。,"时间,人生成质量,场景,动作",13
GQ00276,"In the early morning with mist, a pedestrian walks slowly on the bridge.",清晨薄雾中，一名行人在桥上慢慢行走。,"时间,人生成质量,场景,动作",13
GQ00277,"At high noon under the blazing sun, a man rests on a park bench.",正午阳光下，一位男子在公园长椅上休息。,"时间,人生成质量,场景,动作",14
GQ00278,"In the lazy afternoon, a woman reads in the garden.",午后慵懒时光，一位女子在花园里读书。,"时间,人生成质量,场景,动作",10
GQ00279,"During the golden hour, a couple walks side by side on the beach.",黄金时刻，一对情侣并肩走在沙滩上。,"时间,人生成质量,场景,动作",13
GQ00280,"In the blue hour, a photographer takes pictures in the plaza.",蓝色时刻，一名摄影师在广场上拍照。,"时间,人生成质量,场景,动作",11
GQ00281,"At the moment when the city lights turn on, children play by the street.",华灯初上时，孩子们在街边玩耍。,"时间,人生成质量,场景,动作",14
GQ00282,"In the deep night, a security guard patrols the office corridor.",深夜，一位保安巡逻在办公楼走廊里。,"时间,人生成质量,场景,动作",11
GQ00283,"At midnight revelry, people dance on the terrace.",午夜狂欢时，人们在露台上跳舞。,"时间,人生成质量,场景,动作",8
GQ00284,"At dusk before a storm, a delivery man pushes his bicycle forward.",暴雨将至的黄昏，一名快递员推着自行车前行。,"时间,人生成质量,场景,动作",12
GQ00285,Wispy smoke curling upwards,轻烟袅袅,气态运动,4
GQ00286,"Thick, billowing smoke",浓烟滚滚,气态运动,3
GQ00287,Clouds and mist weaving around mountains,云雾缭绕,气态运动,6
GQ00288,Steam rising from a hot lake,水汽蒸腾,气态运动,6
GQ00289,Strong wind kicking up dust and sand,狂风卷起沙尘,气态运动,7
GQ00290,The rotating vortex of a tornado,龙卷风的气旋,气态运动,6
GQ00291,Volcanic eruption plume,火山喷发的烟柱,气态运动,3
GQ00292,Breath condensing in cold air,呼吸在冷空气中形成的白气,气态运动,5
GQ00293,Morning mist drifting away with the breeze,晨雾随风飘散,气态运动,7
GQ00294,Marsh gas hovering in a forest,森林中的瘴气,气态运动,6
GQ00295,Steam puffing from a locomotive,蒸汽机车喷出的蒸汽,气态运动,5
GQ00296,High-pressure steam leaking from a pipe,管道泄漏的高压蒸汽,气态运动,6
GQ00297,Smoke after blowing out a candle,吹灭蜡烛的烟雾,气态运动,6
GQ00298,Grease smoke from a barbecue grill,烧烤架上的油烟,气态运动,6
GQ00299,Perfume being sprayed from an atomizer,香水喷雾,气态运动,6
GQ00300,Stage fog created by dry ice,干冰制造的舞台烟雾,气态运动,6
GQ00301,Oxy-acetylene welding torch flame,氧气焊枪的火焰,气态运动,4
GQ00302,Hot air venting from an air fryer,空气炸锅喷出的热风,气态运动,7
GQ00303,Dust kicked up by a racing car,赛车扬起的尘土,气态运动,7
GQ00304,The shockwave from an explosion,爆炸产生的冲击波气浪,气态运动,5
GQ00305,Water pouring from kettle spout into a cup,水从水壶嘴流入杯中,流体运动,8
GQ00306,Juice spilling from bottle mouth onto the table,果汁从瓶口流出溅到桌面,流体运动,8
GQ00307,Coffee slowly dripping from a filter cup,咖啡从滤杯缓缓滴下,流体运动,7
GQ00308,Milk poured into a bowl causing ripples,牛奶倾入碗中泛起涟漪,流体运动,7
GQ00309,Tap water flowing into the sink,水龙头流出清水到水槽,流体运动,6
GQ00310,Stream water flowing around rocks,小溪的水绕过石头流动,流体运动,5
GQ00311,Wave washing onto the beach and retreating,海浪拍打沙滩回流入海,流体运动,7
GQ00312,Rainwater streaming down a roof edge,雨水顺着屋檐流下,流体运动,6
GQ00313,River current hitting shoreline grass,河水冲击岸边的草丛,流体运动,5
GQ00314,Raindrops dripping from leaf tips,水滴从树叶尖滴落,流体运动,5
GQ00315,Beer poured into glass forming foam,啤酒倒入杯中起大量泡沫,流体运动,6
GQ00316,Juice in blender swirling and mixing,果汁机中液体旋转混合,流体运动,6
GQ00317,Egg mixture spreading quickly in frying pan,蛋液倒入平底锅中迅速扩散,流体运动,7
GQ00318,Chocolate sauce slowly pouring over cake,巧克力酱缓缓流在蛋糕上,流体运动,6
GQ00319,Milk overflowing rim and running down the glass,牛奶溢出杯沿流下杯身,流体运动,8
GQ00320,Food coloring diffusing into clean water,食用色素倒入清水中扩散,流体运动,6
GQ00321,Ink spreading in a glass of water,墨水在水杯中蔓延,流体运动,7
GQ00322,Seasoning powder evenly dispersing in soup,调味粉在汤中均匀扩散,流体运动,6
GQ00323,Milk slowly settling and mixing in coffee,牛奶在咖啡中慢慢沉淀混合,流体运动,7
GQ00324,Oil forming droplets floating on water surface,油和水混合形成油珠漂浮,流体运动,7
GQ00325,Sunflower slowly turning toward the sun,向日葵慢慢转向太阳,渐变运动,6
GQ00326,Cherry blossoms blooming from buds to full bloom,樱花从花苞到盛开,渐变运动,8
GQ00327,Mung bean sprouts growing taller from seed,绿豆芽从发芽到长高,渐变运动,7
GQ00328,Pine cone slowly opening its scales,松果逐渐张开鳞片,渐变运动,6
GQ00329,Vine tendrils slowly stretching and wrapping,藤蔓卷须缓慢伸展缠绕,渐变运动,6
GQ00330,Leaves changing from light green to deep green,树叶从嫩绿变成深绿,渐变运动,8
GQ00331,Cactus sprouting a new arm,仙人掌长出新芽,渐变运动,5
GQ00332,Orchid petals slowly unfolding,兰花花瓣缓缓展开,渐变运动,4
GQ00333,Lawn gradually covered by green grass,草坪逐渐被青草覆盖,渐变运动,6
GQ00334,Tomato ripening from green to red,番茄从青色变为红色,渐变运动,6
GQ00335,Metal surface slowly rusting,铁器表面慢慢生锈,渐变运动,4
GQ00336,Wooden door fading in color,木门颜色逐渐褪色,渐变运动,5
GQ00337,Balloon slowly deflating,气球慢慢漏气变瘪,渐变运动,3
GQ00338,Fruit in the fridge slowly drying and wrinkling,冰箱里的水果逐渐干皱,渐变运动,8
GQ00339,Paint slowly peeling from the wall,油漆从墙面缓缓剥落,渐变运动,6
GQ00340,Dough gradually rising during fermentation,面团慢慢发酵膨大,渐变运动,5
GQ00341,Glass fogging and then clearing up,玻璃起雾又慢慢变清,渐变运动,6
GQ00342,Paper gradually turning yellow in sunlight,纸张在阳光下逐渐泛黄,渐变运动,6
GQ00343,Sculpture surface slowly getting dusty and dull,雕塑表面积灰变暗,渐变运动,7
GQ00344,Wax statue surface slowly cracking,蜡像表面缓慢开裂,渐变运动,5
GQ00345,Cup,杯子,物体,1
GQ00346,Chair,椅子,物体,1
GQ00347,Apple,苹果,物体,1
GQ00348,Banana,香蕉,物体,1
GQ00349,Cat,猫,物体,1
GQ00350,Rabbit,兔子,物体,1
GQ00351,Car,汽车,物体,1
GQ00352,Train,火车,物体,1
GQ00353,Computer,电脑,物体,1
GQ00354,Pen,钢笔,物体,1
GQ00355,A red plate is on the table.,红色的盘子在桌子上。,"物体,位置,属性",7
GQ00356,A blue bowl is under the table.,蓝色的碗在桌子下。,"物体,位置,属性",7
GQ00357,A wooden spoon is in front of the plate.,木制的勺子在盘子前面。,"物体,位置,属性",9
GQ00358,A silver fork is behind the bowl.,银色的叉子在碗后面。,"物体,位置,属性",7
GQ00359,A round bread is to the left of the basket.,圆形的面包在篮子左边。,"物体,位置,属性",10
GQ00360,An oval egg is to the right of the basket.,椭圆形的鸡蛋在篮子右边。,"物体,位置,属性",10
GQ00361,A bottle of milk is in the center of the frame.,一瓶牛奶在画面中央。,"物体,位置,属性",11
GQ00362,A fresh tomato is at the top of the frame.,新鲜的番茄在画面顶部。,"物体,位置,属性",10
GQ00363,A blue bird is at the bottom of the frame.,蓝色的鸟在画面底部。,"物体,位置,属性",10
GQ00364,A golden fish is on the left side of the frame.,金色的鱼在画面左侧。,"物体,位置,属性",11
GQ00365,A brown horse is on the right side of the frame.,棕色的马在画面右侧。,"物体,位置,属性",11
GQ00366,A black and white cow is in the top left corner of the frame.,黑白花的牛在画面左上角。,"物体,位置,属性",14
GQ00367,A yellow bus is in the top right corner of the frame.,黄色的公交车在画面右上角。,"物体,位置,属性",12
GQ00368,A red bicycle is in the bottom left corner of the frame.,红色的自行车在画面左下角。,"物体,位置,属性",12
GQ00369,A blue motorcycle is in the bottom right corner of the frame.,蓝色的摩托车在画面右下角。,"物体,位置,属性",12
GQ00370,A white airplane is directly below the runway.,白色的飞机在跑道正下方。,"物体,位置,属性",8
GQ00371,A black phone is at the front left of the table.,黑色的手机在桌子左前方。,"物体,位置,属性",11
GQ00372,A silver camera is at the front right of the table.,银色的相机在桌子右前方。,"物体,位置,属性",11
GQ00373,A gray printer is at the back left of the office.,灰色的打印机在办公室左后方。,"物体,位置,属性",11
GQ00374,A black television is at the back right of the living room.,黑色的电视在客厅右后方。,"物体,位置,属性",12
GQ00375,Soccer ball hitting the goalpost and bouncing back,足球撞到球门柱后反弹,碰撞运动,8
GQ00376,Basketball hitting the ground and rebounding,篮球弹到地面再弹起,碰撞运动,6
GQ00377,Ping pong ball hitting the table corner and changing direction,乒乓球撞到桌角偏转方向,碰撞运动,10
GQ00378,Bowling ball hitting pins,保龄球撞击球瓶,碰撞运动,4
GQ00379,Cue stick striking the cue ball,台球球杆击中母球,碰撞运动,6
GQ00380,Plate hitting the table edge and shattering,厨房碗盘碰到桌沿碎裂,碰撞运动,7
GQ00381,Mug falling and breaking upon hitting the floor,杯子掉落撞到地面破碎,碰撞运动,8
GQ00382,Phone hitting the tile floor and bouncing slightly,手机掉在瓷砖上弹一下,碰撞运动,8
GQ00383,Toy car hitting the wall and stopping,玩具车冲到墙上停下,碰撞运动,7
GQ00384,Ball hitting window glass and bouncing away,小球撞到窗户玻璃弹开,碰撞运动,7
GQ00385,Bicycle wheel hitting the curb,自行车车轮撞到路沿,碰撞运动,5
GQ00386,Car hitting a speed bump and shaking,汽车碰到减速带震动,碰撞运动,7
GQ00387,Skateboard front wheel hitting a pebble and stopping,滑板前轮撞到石子停下,碰撞运动,8
GQ00388,E-scooter hitting a trash bin with a bang,电动车撞到垃圾桶发出响声,碰撞运动,8
GQ00389,Motorcycle tire hitting a pothole and jolting,摩托车轮胎击中小坑颠簸,碰撞运动,7
GQ00390,Apple rolling and hitting a table leg,苹果滚落撞到桌腿,碰撞运动,7
GQ00391,Egg hitting bowl edge and cracking,鸡蛋掉落碰到碗边裂开,碰撞运动,6
GQ00392,Watermelon hitting the ground and splitting,西瓜掉在地面裂开,碰撞运动,6
GQ00393,Milk bottle hitting the ground and spilling milk,奶瓶掉落撞到地面溅奶,碰撞运动,8
GQ00394,Soda can hitting the wall and denting,可乐罐撞到墙面凹陷,碰撞运动,7
GQ00395,"A woman raises her hand and waves at the center in daytime, slow motion.",一名女子在白天画面中央举手挥动，慢动作拍摄。,速度,14
GQ00396,"A woman raises her hand and waves at the center in daytime, fast motion.",一名女子在白天画面中央举手挥动，快动作拍摄。,速度,14
GQ00397,"A woman raises her hand and waves at the center in daytime, time-lapse.",一名女子在白天画面中央举手挥动，延时摄影拍摄。,速度,13
GQ00398,"A woman raises her hand and waves at the center in daytime, stop motion.",一名女子在白天画面中央举手挥动，定格动画拍摄。,速度,14
GQ00399,"A woman raises her hand and waves at the center in daytime, real-time.",一名女子在白天画面中央举手挥动，实时拍摄。,速度,13
GQ00400,"A woman raises her hand and waves at the center in daytime, reverse playback.",一名女子在白天画面中央举手挥动，倒放视频。,速度,14
GQ00401,"A woman raises her hand and waves at the center in daytime, frame removal effect.",一名女子在白天画面中央举手挥动，抽帧效果拍摄。,速度,15
GQ00402,"A woman raises her hand and waves at the center in daytime, motion blur effect.",一名女子在白天画面中央举手挥动，动态模糊效果拍摄。,速度,15
GQ00403,Basketball thrown from hand into the hoop,篮球从手中抛出落入篮筐,运动轨迹,7
GQ00404,Pencil rolling off the desk to the floor,铅笔从桌上滚落到地面,运动轨迹,8
GQ00405,Tennis ball flying over the net and falling down,网球越过球网并下落,运动轨迹,9
GQ00406,Baseball tossed high and returning to the glove,棒球高高抛出落回手套,运动轨迹,8
GQ00407,Remote sliding off the sofa onto the carpet,遥控器从沙发滑落到地毯,运动轨迹,8
GQ00408,Keys sliding from the desk into a drawer gap,钥匙从桌面滑到抽屉缝隙,运动轨迹,9
GQ00409,Glass marble rolling down a slope,玻璃珠从斜坡滚下来,运动轨迹,6
GQ00410,Water bottle falling from the bed to the floor,水瓶从床沿掉到地板,运动轨迹,9
GQ00411,Bicycle rolling downhill,自行车下坡滚动前进,运动轨迹,3
GQ00412,Skateboard sliding down a ramp to flat ground,滑板从坡道滑下至平地,运动轨迹,8
GQ00413,Suitcase sliding along a slope to the roadside,行李箱沿斜坡滑到路边,运动轨迹,8
GQ00414,Loose tire rolling far on the ground,轮胎脱落后在地上滚远,运动轨迹,7
GQ00415,Apple rolling from the table to the floor,苹果从桌面滚到地上,运动轨迹,8
GQ00416,Dice thrown onto the dining table,骰子从手中掷向餐桌,运动轨迹,6
GQ00417,Bottle cap popping off and falling down,瓶盖从瓶口弹出飞落,运动轨迹,7
GQ00418,Dough piece thrown to the center of the board,面团块被抛到案板中央,运动轨迹,9
GQ00419,Toy car sliding down an inclined surface,玩具小车从斜面滑下,运动轨迹,7
GQ00420,Spinning top slowing down to a stop,陀螺旋转到慢停,运动轨迹,7
GQ00421,Paper ball bouncing off wall then landing,纸球弹到墙壁又落地,运动轨迹,7
GQ00422,Ball rolling along a circular track,小球沿圆形轨道滚动,运动轨迹,6
GQ00423,"A woman smiles standing at the center in daytime, pan left.",一名女子在白天微笑站立在画面中央，向左摇镜拍摄。,镜头移动,11
GQ00424,"A woman smiles standing at the center in daytime, pan right.",一名女子在白天微笑站立在画面中央，向右摇镜拍摄。,镜头移动,11
GQ00425,"A woman smiles standing at the center in daytime, tilt up.",一名女子在白天微笑站立在画面中央，镜头仰拍。,镜头移动,11
GQ00426,"A woman smiles standing at the center in daytime, tilt down.",一名女子在白天微笑站立在画面中央，镜头俯下拍摄。,镜头移动,11
GQ00427,"A woman smiles standing at the center in daytime, truck left.",一名女子在白天微笑站立在画面中央，向左横移拍摄。,镜头移动,11
GQ00428,"A woman smiles standing at the center in daytime, truck right.",一名女子在白天微笑站立在画面中央，向右横移拍摄。,镜头移动,11
GQ00429,"A woman smiles standing at the center in daytime, pedestal up.",一名女子在白天微笑站立在画面中央，镜头上升拍摄。,镜头移动,11
GQ00430,"A woman smiles standing at the center in daytime, pedestal down.",一名女子在白天微笑站立在画面中央，镜头下降拍摄。,镜头移动,11
GQ00431,"A woman smiles standing at the center in daytime, zoom in.",一名女子在白天微笑站立在画面中央，镜头拉近拍摄。,镜头移动,11
GQ00432,"A woman smiles standing at the center in daytime, zoom out.",一名女子在白天微笑站立在画面中央，镜头拉远拍摄。,镜头移动,11
GQ00433,"A woman smiles standing at the center in daytime, tracking shot.",一名女子在白天微笑站立在画面中央，跟镜拍摄。,镜头移动,11
GQ00434,"A woman smiles standing at the center in daytime, hitchcock zoom.",一名女子在白天微笑站立在画面中央，推拉变焦拍摄。,镜头移动,11
GQ00435,"A woman smiles standing at the center in daytime, handheld shot.",一名女子在白天微笑站立在画面中央，手持镜头拍摄。,镜头移动,11
GQ00436,A desk lamp remains fixed on the table.,在书桌上，一盏台灯固定不动。,静态稳定性,8
GQ00437,An oil painting on the wall stays in place in the art gallery.,在美术馆中，一幅墙上的油画保持原位。,静态稳定性,13
GQ00438,Books on the shelf remain unmoved in the library.,在图书馆里，一排书架上的书一直不动。,静态稳定性,9
GQ00439,A coffee cup stays motionless on the café table.,在咖啡馆中，咖啡杯静止在桌子上。,静态稳定性,9
GQ00440,A statue in the city square remains completely still.,在城市广场上，雕像保持不动。,静态稳定性,9
GQ00441,The pillow on the bed stays in the same position.,在卧室里，床上的枕头位置不变。,静态稳定性,10
GQ00442,A glass bottle stays fixed on the kitchen counter.,在厨房的柜台上，一个玻璃瓶一直未移动。,静态稳定性,9
GQ00443,A clock hangs still on the wall in the train station waiting hall.,在火车站候车厅，时钟悬挂在墙上不动。,静态稳定性,13
GQ00444,The company logo on the background wall stays unchanged in the meeting room.,在会议室中，背景墙的公司logo保持不动。,静态稳定性,13
GQ00445,A rock by the pond in the park remains completely still.,在公园的池塘边，一块石头始终不动。,静态稳定性,11
GQ00446,A park bench in oil painting style.,公园里的长椅，油画风格。,风格,7
GQ00447,Pedestrians on the street in watercolor painting style.,街道上的行人，水彩画风格。,风格,8
GQ00448,A coffee stand on the sidewalk in ink wash painting style.,人行道上的咖啡摊，水墨画风格。,风格,11
GQ00449,A fountain in the plaza in sketch style.,广场中心的喷泉，素描风格。,风格,8
GQ00450,A fruit stall in the market in woodcut style.,市场里的水果摊，版画风格。,风格,9
GQ00451,A shopping mall corridor in fresco style.,购物中心的走廊，壁画风格。,风格,7
GQ00452,Tables and chairs in a café in cartoon style.,咖啡馆里的桌椅，卡通风格。,风格,9
GQ00453,A supermarket checkout counter in pixel art style.,超市的收银台，像素艺术风格。,风格,8
GQ00454,A train station platform in impressionism style.,火车站月台，印象派风格。,风格,7
GQ00455,A bus stop shelter in pointillism style.,公交车站的候车亭，点彩派风格。,风格,7
GQ00456,A running track in the stadium in expressionism style.,体育场里的跑道，表现主义风格。,风格,9
GQ00457,A roller coaster in the amusement park in surrealism style.,游乐园的过山车，超现实主义风格。,风格,10
GQ00458,A diving platform at the swimming pool in pop art style.,游泳池的跳水台，波普艺术风格。,风格,11
GQ00459,A treadmill in the gym in cubism style.,健身房里的跑步机，立体主义风格。,风格,8
GQ00460,A cinema screen in ukiyo-e style.,电影院的荧幕，浮世绘风格。,风格,6
GQ00461,A concert hall stage in oil painting style.,音乐厅的舞台，油画风格。,风格,8
GQ00462,Bookshelves in the library in watercolor painting style.,图书馆的书架，水彩画风格。,风格,8
GQ00463,An exhibit in the museum in ink wash painting style.,博物馆的展品，水墨画风格。,风格,10
GQ00464,A sculpture in the art gallery in sketch style.,美术馆的雕塑，素描风格。,风格,9
GQ00465,A slide in the playground in woodcut style.,儿童游乐区的滑梯，版画风格。,风格,8
GQ00466,A waterfall in the tropical rainforest in fresco style.,热带雨林的瀑布，壁画风格。,风格,9
GQ00467,A caravan of camels in the Sahara Desert in cartoon style.,撒哈拉沙漠的骆驼队，卡通风格。,风格,11
GQ00468,An iceberg in the Arctic glacier in pixel art style.,北极冰川的冰山，像素艺术风格。,风格,10
GQ00469,Wildflowers in the alpine meadow in impressionism style.,高山草甸的野花，印象派风格。,风格,8
GQ00470,A canoe on the Amazon River in pointillism style.,亚马孙河上的独木舟，点彩派风格。,风格,9
GQ00471,Ships in the Norwegian fjord in expressionism style.,挪威峡湾的船只，表现主义风格。,风格,8
GQ00472,Flower clusters in the purple lavender field in surrealism style.,紫色薰衣草田的花丛，超现实主义风格。,风格,10
GQ00473,A bridge in the Venice canals in pop art style.,威尼斯运河的桥，波普艺术风格。,风格,10
GQ00474,Billboards in New York Times Square in cubism style.,纽约时代广场的灯牌，立体主义风格。,风格,9
GQ00475,A city gate in Beijing Forbidden City in ukiyo-e style.,北京紫禁城的城门，浮世绘风格。,风格,10
